Norpon,22,"25 Feb, 2019","Massively Multiplayer, Casual, Action, RPG, Indie, Simulation, Adventure, Strategy, Early Access, Crafting, Open World, Base Building, Turn-Based Strategy, Turn-Based, Building"
Flag Collection,48,"7 Dec, 2020","Indie, Simulation, Education, Diplomacy, Experimental, Board Game, Management, Clicker, Political Sim, God Game, Time Management, 2D, Web Publishing, Choose Your Own Adventure, Design & Illustration, Minimalist, Crafting, Singleplayer, Tabletop"
Mechanic Miner,142,"20 Feb, 2020","Indie, Adventure, Building, Sandbox, Pixel Graphics, Action, Survival, RPG, 2D, Simulation, Physics, Singleplayer, Resource Management, Moddable, Crafting, Early Access, Base Building, Strategy, Steampunk, Dinosaurs"
Space Rogue,376,"15 Sep, 2016","Space, Strategy, Survival, Indie, Sandbox, Tactical, Exploration, Simulation, Replay Value, Sci-fi, Roguelike, Singleplayer, Atmospheric, Roguelite, Perma Death, Difficult, Crafting"
Maui,370,"26 Apr, 2016","Free to Play, Adventure, Survival, Multiplayer, Action, Casual, Indie, Open World, Building, Crafting, Singleplayer, Psychological Horror"
Deepworld,726,"22 Apr, 2015","Free to Play, Massively Multiplayer, 2D, Adventure, Sandbox, Action, Early Access, RPG, Indie, Steampunk, Survival, Casual, Crafting, Multiplayer"
Enderal: Forgotten Stories (Special Edition),2614,"2 Apr, 2021","Open World, Action RPG, Exploration, Psychological, Conversation, Emotional, Fantasy, Dark, Dark Fantasy, Combat, Sandbox, Action-Adventure, Archery, 3D, Psychological Horror, RPG, Adventure, Action, Mystery, Crafting"
Астролорды: Облако Оорта,176,"29 Sep, 2015","Free to Play, Strategy, Indie, Massively Multiplayer, Space, Multiplayer, Sci-fi, Crafting, Exploration"
Second Hand: Frankie's Revenge,87,"31 May, 2019","Action, Indie, Singleplayer, Comedy, Multiplayer, Online Co-Op, Local Multiplayer, Co-op, Local Co-Op, 4 Player Local, Funny, Early Access, Cute, Casual, Family Friendly, Top-Down, Crafting"
ArchiTac,201,"25 Jun, 2020","Free to Play, Adventure, Casual, Indie, Simulation, Multiplayer, Building, Crafting"
Crafting Idle Clicker,459,"4 Jun, 2020","Free to Play, Casual, Indie, Strategy, Simulation, Clicker, Idler, Crafting"
ReFactory,6,"1 Nov, 2021","Simulation, Strategy, Indie, Early Access, Casual, Base Building, Automation, Crafting, Singleplayer, 2D, Survival, Sandbox, City Builder, Management"
Don´t Spill,12,"11 Jan, 2021","Puzzle, Casual, Resource Management, Medieval, Singleplayer, Third Person, 3D, Simulation, Funny, Experimental, Fantasy, Strategy, Indie, Cartoony, Colorful, Management, Stylized, Time Management, Crafting, Early Access"
Lighton: Duo,39,"31 Mar, 2021","Puzzle, Casual, Sokoban, Logic, Difficult, Hand-drawn, Minimalist, 2D, Colorful, Electronic, Family Friendly, Relaxing, Short, Top-Down, Indie, Singleplayer, Cartoon, Memes, Crafting, Education"
Project Genom,1411,"11 Oct, 2016","Massively Multiplayer, Action, RPG, Sci-fi, Early Access, Open World, MMORPG, Indie, Shooter, Third-Person Shooter, Third Person, Crafting, Multiplayer"
INFLUXIS,60,"1 Sep, 2020","Early Access, Casual, Open World, Survival, Horror, Open World Survival Craft, Survival Horror, 3D, Colorful, First-Person, Aliens, Atmospheric, Mystery, Nature, Sci-fi, Submarine, Underwater, Crafting, Singleplayer, Inventory Management"
Istrolid,2565,"6 May, 2016","Free to Play, Strategy, Building, Space, Multiplayer, Indie, RTS, Sci-fi, Sandbox, 2D, Singleplayer, Pixel Graphics, Crafting, Co-op, Action"
War of the Wasteland,13,"1 Sep, 2020","Survival, Third Person, PvP, Multiplayer, Action, Open World, Third-Person Shooter, Post-apocalyptic, Sci-fi, Shooter, Building, Base Building, Indie, Crafting"
Maia,800,"23 Nov, 2018","Colony Sim, Simulation, Strategy, Sci-fi, Indie, Survival, Management, Space, Base Building, Singleplayer, Early Access, Sandbox, Kickstarter, Building, Crafting, RTS, Crowdfunded, Resource Management, 3D, Atmospheric"
Kingdoms of Amalur: Reckoning™,11457,,"RPG, Fantasy, Open World, Singleplayer, Action RPG, Action, Adventure, Third Person, Loot, Story Rich, Magic, Character Customization, Hack and Slash, Exploration, Controller, Sandbox, Atmospheric, Crafting, Female Protagonist, Great Soundtrack"
Valguero - ARK Expansion Map,1718,"18 Jun, 2019","Adventure, Massively Multiplayer, Action, RPG, Dinosaurs, Indie, Survival, Violent, Open World, Multiplayer, Singleplayer, PvP, Building, Crafting"
Metaverse Construction Kit,225,"6 Dec, 2015","Free to Play, Sandbox, Building, Simulation, Casual, Indie, Multiplayer, VR, Singleplayer, Crafting"
Spooky Speakeasy,30,"21 Dec, 2020","Casual, Simulation, Management, Immersive Sim, Life Sim, 2D, Cartoon, Colorful, Cute, First-Person, Text-Based, Family Friendly, Funny, Relaxing, Supernatural, Vampire, Zombies, Choices Matter, Crafting, Singleplayer"
Dying Light: Season Pass,559,"27 Jan, 2015","Action, Zombies, Multiplayer, Survival, Open World, Parkour, RPG, Co-op, First-Person, FPS, Singleplayer, Adventure, Gore, Crafting, Shooter, Horror, Atmospheric"
Pixel Piracy,5376,"31 Jul, 2014","Pirates, Action Roguelike, Naval Combat, Pixel Graphics, Indie, RPG, Sandbox, 2D, Open World, Roguelike, Simulation, Adventure, Singleplayer, Action, Side Scroller, Building, Roguelite, Strategy, Survival, Crafting"
Life in Bunker,245,"25 Feb, 2016","Strategy, Simulation, Survival, Base Building, Sandbox, Indie, Management, Post-apocalyptic, Resource Management, Singleplayer, Top-Down, Great Soundtrack, Crafting"
Spellsword Cards: Origins,53,"6 Jun, 2019","Roguelike Deckbuilder, Roguelite, Deckbuilding, Card Battler, Strategy, Indie, Card Game, Adventure, Turn-Based, Replay Value, Mouse only, RPG, Casual, Singleplayer, Turn-Based Strategy, 2D, PvE, Dragons, Crafting, Ninja"
Blender,26686,"24 Apr, 2015","Animation & Modeling, Free to Play, Design & Illustration, Game Development, Video Production, Software, 3D, GameMaker, Difficult, Singleplayer, Utilities, Physics, 3D Vision, 2D, Psychological Horror, Moddable, Sandbox, Action, Crafting, Building"
Data Hacker: Reboot,98,"17 Apr, 2015","Indie, RPG, Adventure, RPGMaker, Anime, Story Rich, Sci-fi, Fantasy, Crafting, JRPG"
Passing Pineview Forest,1657,"21 Nov, 2014","Horror, Free to Play, Adventure, Multiplayer, Survival, First-Person, Action, Survival Horror, Indie, Singleplayer, Walking Simulator, Zombies, Psychological Horror, Open World, Co-op, Crafting, Atmospheric, VR, Nudity, Funny"
Stranded,14,"28 Jan, 2021","Adventure, Action, Survival, Zombies, Strategy, Early Access, Building, Singleplayer, Exploration, Open World, 3D Fighter, Open World Survival Craft, 3D, 3D Vision, Colorful, First-Person, Base Building, Combat, Crafting, Physics"
Lost Region,173,"15 Jul, 2019","Loot, Action, Adventure, Massively Multiplayer, Simulation, Strategy, Survival, Indie, Early Access, Multiplayer, Violent, Crafting, Open World, RPG, Base Building, Resource Management, First-Person, Building, Post-apocalyptic, PvP"
Luxocraft,13,"17 Jul, 2017","Adventure, Free to Play, Indie, Crafting, City Builder, Building"
Million on Mars,7,"21 Sep, 2021","Early Access, Simulation, Massively Multiplayer, Strategy, Mars, Colony Sim, Base Building, City Builder, Building, Exploration, Open World, Sandbox, Space Sim, Crafting, Mining, Trading, Realistic, Sci-fi, Science, Management"
Terafall: Survival,8,"29 Oct, 2021","Early Access, Open World Survival Craft, Survival, Base Building, Sandbox, Open World, Crafting, Exploration, Character Customization, Building, Gun Customization, Resource Management, Shooter, RPG, Inventory Management, First-Person, Looter Shooter, Action RPG, Choices Matter, Action"
Era Of Newborns,39,"14 Sep, 2021","Early Access, Sandbox, Driving, Crafting, Survival, Building, PvP, Base Building, RPG, Third Person, Post-apocalyptic, Open World, Action, Massively Multiplayer, Simulation, Realistic, Multiplayer, Sci-fi, Co-op, Singleplayer"
Sword of the Stars: The Pit 2,9,"22 Oct, 2021","Early Access, Adventure, Action, Roguelike, Action Roguelike, Roguelite, Traditional Roguelike, 3D, Stylized, Top-Down, Aliens, Atmospheric, Crafting, Futuristic, Loot, Military, Robots, Sci-fi, Survival, Tactical"
CRAFTSMAN,15,"25 Jun, 2021","Crafting, RPG, Sandbox, Building, Casual, Procedural Generation, Adventure, Simulation, Action, Indie, Parody , Open World, Exploration, Choose Your Own Adventure, Colorful, Voxel, Arcade, Survival, Family Friendly, Singleplayer"
Factory Manager Simulator,8,"11 Sep, 2021","Simulation, Education, Life Sim, Sandbox, Exploration, FPS, Colorful, Cute, First-Person, Crafting, Driving, Logic, Management, Relaxing, Open World, Resource Management, Singleplayer, Indie"
Doodle God: Alchemy Jam,48,"26 Jan, 2018","Casual, Indie, Simulation, Puzzle, Singleplayer, Cartoony, Family Friendly, Experimental, Cute, Crafting, Sandbox, 2D, Funny, Atmospheric, Education, Action, Adventure, Tutorial"
Kitchen Simulator 2015,80,"2 Sep, 2015","Simulation, Adventure, Strategy, Action, Female Protagonist, Cooking, Psychological Horror, Action-Adventure, Sandbox, Life Sim, Exploration, Time Management, 3D, Cute, First-Person, Crafting, Singleplayer, Violent, Casual, Nudity"
Better Late Than DEAD,594,"3 Mar, 2016","Survival, Open World, Multiplayer, Crafting, Action, Adventure, Sandbox, Zombies, Co-op, Indie, First-Person, Realistic, Third Person, Singleplayer, FPS, Building, Early Access, Nudity"
Cube Island,12,"6 Aug, 2021","Building, Open World, Procedural Generation, Crafting, Survival, Casual, Sandbox, Adventure, Parody , RPG, Simulation, Action, Indie, Exploration, Choose Your Own Adventure, FPS, Voxel, Colorful, First-Person, Singleplayer"
Siege Survival: Gloria Victis Soundtrack,1,"18 May, 2021","RPG, Indie, Simulation, Survival, Economy, Resource Management, Historical, Medieval, Strategy RPG, Time Management, Choices Matter, Realistic, Crafting, Adventure, Singleplayer"
Dungeon Overseer,5,"6 Aug, 2021","Early Access, Colony Sim, Base Building, City Builder, Economy, Simulation, Building, Fantasy, Resource Management, Immersive Sim, Strategy, Management, God Game, Crafting, Sandbox, 3D, Casual, Colorful, Singleplayer, Tactical RPG"
Industry Idle - Expansion Pack 1,8,"20 Mar, 2021","Strategy, Simulation, Free to Play, Automation, Base Building, Resource Management, Idler, Transportation, Clicker, City Builder, Hex Grid, Building, Economy, Minimalist, Sandbox, Management, Procedural Generation, Crafting, Capitalism, Survival"
Edge of Space,1941,"17 Sep, 2015","Open World Survival Craft, Sandbox, Indie, Adventure, 2D, Action, Crafting, Space, Sci-fi, RPG, Survival, Multiplayer, Open World, Platformer, Co-op, Building, Early Access, Pixel Graphics, Exploration, Side Scroller"
Airport Simulator 3: Day & Night,29,"4 Mar, 2021","Casual, Simulation, Strategy, Automobile Sim, Immersive Sim, Life Sim, 3D, 3D Vision, Modern, Crafting, Driving, Singleplayer, Management, Transportation"
V.O.D.K.A. Open World Survival Shooter,48,"12 Mar, 2021","RPG, Casual, Adventure, Simulation, Action, Indie, Survival, Open World, Sandbox, Open World Survival Craft, Exploration, FPS, Survival Horror, Realistic, Atmospheric, Post-apocalyptic, Crafting, Multiple Endings, Stealth, Singleplayer"
The Graffiti Creator,3,"19 Oct, 2021","Simulation, Design & Illustration, Character Customization, Crafting, Hand-drawn, Typing, Colorful, Management, Software, Realistic, Stylized, Exploration, 1980s, 1990's, Automation, Level Editor, Singleplayer, Casual, Indie"
Workshop Tools,8,"19 Oct, 2021","Utilities, Indie, Nudity, Education, Software Training, Audio Production, Photo Editing, Sexual Content, Video Production, Animation & Modeling, Web Publishing, Game Development, Design & Illustration, Crafting, Games Workshop, Moddable, Mature"
3d Engineers,20,"19 Oct, 2015","Simulation, Building, Physics, Crafting, Sandbox, Indie, Moddable"
Artist Life Simulator,2,"28 Oct, 2021","Early Access, Simulation, Life Sim, Time Management, Alternate History, Choices Matter, Card Game, Roguelite, RPG, Atmospheric, Resource Management, Perma Death, Crafting, Management, Strategy RPG, Casual, Multiple Endings, Stylized, Colorful, Singleplayer"
Niffelheim OST,4,"26 Jul, 2018","Strategy, Action, Adventure, RPG, Indie, Simulation, Building, Survival, Co-op, Crafting, 2D, Atmospheric, Family Friendly"
Last Hope on Earth,23,"1 Nov, 2020","Adventure, 3D, Action, Action-Adventure, Exploration, Base Building, Survival, Shooter, Open World Survival Craft, FPS, First-Person, Crafting, Open World, Multiplayer, Early Access, RPG, Sandbox, Collectathon, Third-Person Shooter, Third Person"
Tech Corp.,189,"25 Jul, 2019","Simulation, Strategy, Management, Indie, Casual, Early Access, Economy, Singleplayer, Crafting, Sandbox, Software, Family Friendly, Replay Value, Isometric, Addictive, Great Soundtrack"
NightZ,87,"14 Feb, 2017","Multiplayer, PvP, Zombies, Crafting, Building, Action, FPS, Shooter, Co-op, Open World, First-Person, Survival, Indie, Casual, Open World Survival Craft, Survival Horror, Cute, Minimalist, LEGO, Loot"
Wilderness,52,"24 Dec, 2020","Adventure, Survival, Open World Survival Craft, 3D, First-Person, Realistic, Third Person, Agriculture, Hunting, Crafting, Base Building, Open World, Inventory Management, Multiplayer, Co-op, Character Customization, Nature, Singleplayer, Simulation, Indie"
Puzzle Forge Dungeon,8,"7 Sep, 2021","Puzzle, Match 3, Turn-Based Tactics, Dungeon Crawler, Early Access, Strategy, RPG, Roguelite, Crafting, Fantasy, Tactical, Indie, Medieval, Dark, Funny, Turn-Based Combat, Singleplayer, Difficult, Replay Value, Roguelike"
Niffelheim Bloody Moon DLC,6,"20 Apr, 2020","Action, Adventure, RPG, Indie, Simulation, Strategy, Survival, Co-op, Crafting, Sandbox, Exploration, Multiplayer, Survival Horror, Open World Survival Craft, Base Building, Dungeon Crawler, Open World, Online Co-Op, Mythology, Resource Management"
The Dome,25,"2 Mar, 2017","Early Access, Survival, Crafting, Multiplayer, Open World, PvP"
Krakatoa,16,"11 Nov, 2020","Survival Horror, Action-Adventure, Cinematic, Multiple Endings, First-Person, Atmospheric, Driving, Realistic, Thriller, Runner, Mystery, Crafting, Psychological Horror, FPS, CRPG, Action RPG, Post-apocalyptic, Survival, Adventure, Horror"
Masterspace,128,"15 Jun, 2015","Action, Simulation, RPG, Indie, Space, Sandbox, Survival, Crafting"
TUG,665,"28 Mar, 2014","Open World Survival Craft, Survival, Sandbox, Adventure, Crafting, Open World, Multiplayer, RPG, Indie, Early Access, Building, Voxel, Singleplayer"
Valley Knights,,"5 Nov, 2021","Early Access, Tactical RPG, Turn-Based Tactics, Choices Matter, RPG, Perma Death, Strategy, Roguelike, 3D, Top-Down, Singleplayer, Post-apocalyptic, Dark, Horror, Fantasy, 1980s, Atmospheric, Crafting, Class-Based, Inventory Management"
Towns,2281,"7 Nov, 2012","City Builder, Indie, Sandbox, Simulation, Strategy, Crafting, Singleplayer, RPG, Survival, Building, Resource Management, Isometric, Pixel Graphics, Zombies, Fantasy, Management, Adventure, Roguelike, Casual"
Project Runner,2,"1 Nov, 2021","Adventure, Action, Casual, Strategy, RPG, Platformer, Puzzle, Action RPG, Exploration, 3D Platformer, Puzzle Platformer, 3D, Third Person, Crafting, Dark Fantasy, Mystery, Survival, Stealth, Horror, Combat"
Making it Home,7,"3 Sep, 2021","Building, Sandbox, Automation, Crafting, Physics, Simulation, Base Building, Programming, Platformer, Story Rich, Management, Adventure, Co-op, Singleplayer, Local Co-Op, 2D, Action, Strategy, Hand-drawn, Atmospheric"
Lost in Red Valley,4,"30 Sep, 2021","Early Access, Adventure, RPG, Survival, Sandbox, Exploration, 3D, Colorful, Stylized, Third Person, Atmospheric, Building, Crafting, Emotional, Fantasy, Magic, Medieval, Mystery, Nature, Relaxing"
Rover Mechanic Simulator - Perseverance Rover DLC,3,"18 Feb, 2021","Indie, Simulation, Education, Building, Singleplayer, Sandbox, Realistic, Science, Mars, Space, Sci-fi, Replay Value, Space Sim, Family Friendly, Difficult, Automation, Crafting"
Travellers,2,"30 Aug, 2021","Survival Horror, Action, Base Building, Building, Survival, Third Person, Crafting, Early Access, Singleplayer, Action-Adventure, Exploration, Open World, Open World Survival Craft, Aliens, Atmospheric, Dark, Dark Fantasy, Mystery, Post-apocalyptic, Sci-fi"
Skylands,11,"23 Apr, 2018","Adventure, Indie, Casual, Action, Survival, Crafting"
March of Industry: Very Capitalist Factory Simulator Entertainments,59,"7 Oct, 2015","Indie, Crafting, Simulation, Strategy, Pixel Graphics, Management, Capitalism, Funny, Casual"
The Frost Rebirth,15,"15 Mar, 2021","Early Access, Action, Survival, Co-op, Open World, Crafting, Loot, Looter Shooter, Shooter, FPS, First-Person, PvE, Base Building, Atmospheric, Snow, Mystery, Team-Based, Artificial Intelligence, Nonlinear, Inventory Management"
Tropical Escape,23,"15 Feb, 2018","Adventure, Action, Violent, Indie, Open World, Crafting, Building, Singleplayer, Realistic, Survival, Exploration, First-Person"
Big Farm Story - Peaceful Nature Pack,,"10 Sep, 2021","Adventure, RPG, Massively Multiplayer, Casual, Simulation, Music, Building, Relaxing, Crafting, Story Rich, Multiplayer, Cooking, 3D, Cartoony, Farming, Choose Your Own Adventure, Narration, Cute, Nature, Life Sim"
Fantasy Blacksmith - Escape From The Forge,15,"7 May, 2021","Indie, Simulation, Singleplayer, Atmospheric, RPG, Management, Open World, Fantasy, Crafting"
Moonstone Tavern - A Fantasy Tavern Sim!,81,"13 May, 2016","Indie, RPG, Simulation, RPGMaker, Crafting, Sandbox, Open World, Real-Time, Fantasy, Survival Horror, Atmospheric, Action RPG"
Tracks - The Train Set Game: Sci-Fi Pack,4,"26 Jun, 2020","Indie, Racing, Simulation, Sandbox, Building, Open World, Third Person, Crafting, First-Person, Physics, Funny, Realistic"
Outpost Engineer,7,"8 Jun, 2021","Early Access, Automation, Base Building, Crafting, Mining, Building, Resource Management, Steampunk, Voxel, Procedural Generation, Open World Survival Craft, Family Friendly, Sci-fi, Science, Strategy, Management, Adventure, 3D, PvE, Open World"
Eden: New Dawn,4,"28 Sep, 2021","Early Access, Voxel, City Builder, Exploration, Adventure, Atmospheric, Building, Simulation, RPG, Crafting, Survival, Action RPG, MMORPG, Dungeon Crawler, Hack and Slash, 3D, Third Person, Fantasy, Management, Post-apocalyptic"
Profectus,1,"30 Jul, 2021","Simulation, Adventure, Crafting, Base Building, Sandbox, Open World, Early Access, Indie, Exploration, Nature, 3D, First-Person, Singleplayer, Survival"
Sunken,32,"26 May, 2016","Action, Indie, RPG, Crafting, Perma Death, Roguelike"
Shrooms,30,"8 May, 2015","Early Access, Indie, Action, Adventure, RPG, Survival, Female Protagonist, Crafting, PvP, Colorful, Co-op"
Defenders of the Last Colony,10,"23 Jun, 2016","Indie, Action, Shooter, Top-Down Shooter, Top-Down, Twin Stick Shooter, Arcade, Sci-fi, Co-op, Crafting, Space, Tower Defense, Singleplayer, Arena Shooter"
Tower Alchemy,,"31 Oct, 2021","2D, Tower Defense, Crafting, Management, Colorful, Fantasy, Steampunk, Magic, Resource Management, Strategy, Medieval, Building, Casual, Puzzle, Top-Down, Science, Combat, Grid-Based Movement, Level Editor, Stylized"
Earth Elements,,"18 Feb, 2021","Early Access, Strategy, Crafting, Mining, Colony Sim, Grid-Based Movement, Resource Management, Inventory Management, Management, 2D, 2D Platformer, Pixel Graphics, Base Building, Exploration, Perma Death, Survival, Building, Relaxing, Procedural Generation, Logic"
Brutal Inventions,14,"29 Dec, 2019","Action, Strategy, Adventure, Indie, Survival, Crafting, Sandbox, Open World"
Astral Terra,83,"10 Nov, 2015","Open World Survival Craft, Open World, Survival, Sandbox, Adventure, RPG, Voxel, Early Access, Building, Indie, Crafting, Action, Fantasy, Multiplayer, Procedural Generation, Singleplayer, Magic, Exploration, Mining, Co-op"
Smithy Wars,4,"30 Jul, 2021","Tactical RPG, Crafting, Management, PvE, PvP, RPG, Strategy RPG, 2D, Colorful, Family Friendly, Fantasy, Magic, Tactical, Class-Based, Cartoon, Combat, Asynchronous Multiplayer, Singleplayer, Strategy, Adventure"
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,38,"26 Jan, 2016","RPG, Simulation, Casual, Indie, RPGMaker, Zombies, Open World, Crafting, Survival Horror, Dark, Atmospheric, Sandbox, Action RPG, Pixel Graphics, Post-apocalyptic"
"Elven Magic: The Witch, The Elf & The Fairy",,"30 Aug, 2018","RPG, Crafting, Fantasy, Hack and Slash, Inventory Management, Singleplayer, Magic, Vampire, Adventure, Top-Down, Early Access, Action RPG, Strategy RPG, Tactical RPG, Third Person, Character Customization, Class-Based, Moddable, Resource Management, Local Multiplayer"
Voxel Printer,,"5 Jun, 2021","Voxel, Sandbox, Crafting, Experimental, Casual, Atmospheric, Puzzle, Arcade, Building, Word Game, FPS, Solitaire, Time Management, 3D, Colorful, Cute, Education, PvP, Tutorial, Multiplayer"
Big Farm Story - Pet Paradise Pack,,"10 Sep, 2021","Adventure, RPG, Massively Multiplayer, Casual, Simulation, Music, Crafting, Building, Relaxing, Story Rich, Multiplayer, Cooking, 3D, Cartoony, Choose Your Own Adventure, Cute, Farming, Narration, Life Sim, Nature"
dead run,10,"10 Jul, 2020","Action, Adventure, Open World, Exploration, Post-apocalyptic, Zombies, Action-Adventure, 3D, Minimalist, Survival, Atmospheric, Surreal, Crafting, Driving, Inventory Management, Roguelite, Resource Management, Singleplayer, Indie"
SORALAND,4,"24 May, 2021","Strategy, RTS, Management, Building, Survival, City Builder, Simulation, Crafting, Family Friendly, Resource Management, Fantasy, Colony Sim, Action RTS, Third Person, Idler, Clicker, 3D, Character Customization, Controller, Singleplayer"
Apocalyptic Adventure: Episode 1,3,"21 Oct, 2021","Adventure, Action-Adventure, Strategy RPG, Exploration, Shoot 'Em Up, VR, Realistic, Atmospheric, Building, Crafting, Early Access, Survival, Indie, Action, Strategy, Zombies, Base Building, Resource Management, Singleplayer"
Don't Cut Your Hand 2,8,"5 Aug, 2021","Casual, Cooking, Funny, Relaxing, 2D, Cartoon, Minimalist, Crafting, Comedy, Roguelite, Arcade, Singleplayer, Co-op, Local Co-Op, Multiplayer, Local Multiplayer, Online Co-Op"
HIIS,6,"11 Feb, 2021","Exploration, Adventure, Open World, Sandbox, Physics, Simulation, Crafting, Fantasy, Magic, 3D, First-Person, Indie, Stylized, Immersive Sim, Resource Management, Singleplayer"
Source of Survival,21,"23 Jul, 2021","Early Access, Action, Adventure, Casual, Action RPG, Action-Adventure, Life Sim, Exploration, Immersive Sim, 3D, Cinematic, Realistic, Building, Crafting, Dinosaurs, Management, Nature, Post-apocalyptic, Relaxing, Sci-fi"
Fimbul Winter,7,"6 May, 2021","Action, Adventure, Simulation, Strategy, Singleplayer, Atmospheric, Base Building, Building, Crafting, Cute, Indie, Horror, FPS, Old School, Open World, Open World Survival Craft, Realistic, Survival Horror, Zombies, Casual"
Sacrifice of The Spirit,,"29 Oct, 2021","Early Access, Adventure, Action, Strategy, Survival, Exploration, Building, Realistic, Crafting, Base Building, Resource Management, First-Person, Sci-fi, FPS, Combat, Action-Adventure, Hunting, Atmospheric, Strategy RPG, PvE"
ConnecTank,6,"28 Sep, 2021","Action, Local Co-Op, Multiplayer, Strategy, Co-op, Tanks, Action-Adventure, Casual, Cartoony, Funny, Puzzle, 2D, Cute, Cats, Crafting, Mechs, Nonlinear, Procedural Generation, Singleplayer, Time Management"
Ruin,1,"29 Oct, 2021","Early Access, Management, Economy, Survival, Base Building, Building, Crafting, Open World, PvE, God Game, Action RPG, RPG, Character Customization, Strategy, 3D, Top-Down, Simulation, Choices Matter, Dark Fantasy, Demons"
Star Rangers™ XE,120,"6 Jul, 2016","Early Access, Simulation, Adventure, Indie, Survival, Sandbox, Building, Action, Multiplayer, Space, Mars, Crafting, Open World, Sci-fi, RPG, Space Sim, Science, Massively Multiplayer, Casual, Racing"
Exile to Death,,"1 Jun, 2018","Action, Indie, Massively Multiplayer, Early Access, RPG, Survival, Adventure, Crafting, Gore, Nudity"
Pirates of the Sea,8,"19 Aug, 2021","Adventure, Action, Strategy, RPG, Crafting, Survival, Open World, Character Customization, PvP, Indie, Multiplayer, Singleplayer"
Age of Survival,72,"25 Aug, 2015","Survival, Simulation, Early Access, Open World, Multiplayer, Crafting, Adventure, Building, Indie, Action, Base Building, Realistic, Sandbox, Survival Horror, Singleplayer, First-Person, Exploration, Hunting, Modern, PvP"
Guns Craft,7,"30 Jul, 2019","Pixel Graphics, Relaxing, Idler, Sandbox, Mechs, Military, Crafting, Tabletop, RPG, Strategy, 2D, Gun Customization, Action, Casual, Simulation, Realistic, Minimalist, Adventure, Retro, Singleplayer"
Idle Wasteland - Nuclear Bundle,,"15 Jul, 2021","RPG, Simulation, Crafting, Post-apocalyptic, Pixel Graphics, Clicker, Idler, Auto Battler"
Hard Work,12,"20 Jul, 2018","Strategy, Indie, Simulation, Crafting, Resource Management, Management"
DIY Life,16,"7 Jun, 2019","Simulation, Indie, Early Access, First-Person, Singleplayer, Racing, Adventure, RPG, Survival, Open World, Building, Crafting, Sandbox, Exploration, Resource Management, Education, Puzzle, Realistic, Difficult"
Click Space Miner 2,47,"25 Jul, 2019","Free to Play, Indie, Casual, Clicker, Simulation, Colony Sim, Sandbox, Space Sim, 2D, Cyberpunk, Relaxing, Family Friendly, Crafting, Procedural Generation, Resource Management, Singleplayer, Sequel"
SPAGHET 2: Al Dente Chapter,6,"1 Jan, 2021","Action, Survival, Horror, Survival Horror, 3D, Crafting, Singleplayer, Indie, Adventure"
Rail World,99,"28 Nov, 2018","Free to Play, Simulation, Casual, City Builder, Building, Strategy, Trains, Resource Management, Singleplayer, Clicker, Management, Relaxing, Economy, Crafting, Open World, Time Management, First-Person, Moddable, MOBA"
Idle Wasteland - Super Bundle,,"15 Jul, 2021","RPG, Simulation, Crafting, Post-apocalyptic, Clicker, Idler, Auto Battler"
Lifeblood,8,"8 Aug, 2018","Action, Early Access, Adventure, Fantasy, Survival, Crafting, Battle Royale, Class-Based, Team-Based"
RECOG The First Wave,11,"15 Jun, 2018","Open World Survival Craft, Casual, Strategy, Simulation, Indie, Crafting, Sandbox, Difficult, Procedural Generation, Base Building, Resource Management, Singleplayer, Survival, Moddable, Open World, Sci-fi"
Crafting Block World,30,"4 Sep, 2019","Simulation, Casual, Action, Adventure, Indie, Sandbox, Singleplayer, Exploration, Building, Open World, Procedural Generation, Mining, Base Building, Crafting, Colorful, Choose Your Own Adventure, Replay Value, Character Customization, Loot, Voxel"
Cold Wind,13,"8 Jan, 2021","Adventure, Simulation, Idler, Survival, Open World, Open World Survival Craft, Life Sim, 3D, Cute, Atmospheric, First-Person, Casual, Realistic, Colorful, Relaxing, Crafting, Multiple Endings, Choices Matter, Resource Management, Singleplayer"
Brickbuilder VR,4,"30 Jun, 2021","Casual, VR, Simulation, Building, Sandbox, Tabletop, Immersive, First-Person, 3D, Crafting, Indie, Early Access, 6DOF, Moddable, Singleplayer, Realistic"
Bloody trains,9,"17 Dec, 2019","Life Sim, Real Time Tactics, Survival, Management, Trains, Crafting, Automobile Sim, 2D, Cute, Simulation, Colorful, Pixel Graphics, Resource Management, Cartoon, Cartoony, Capitalism, Economy, Singleplayer, Indie, Action"
Protect Eggs,,"3 Aug, 2021","Tower Defense, 3D Platformer, 3D Vision, Funny, Action, Crafting, Strategy, RPG, Singleplayer, Indie, Action-Adventure, Action RPG, Real Time Tactics, Hack and Slash, Cute, Colorful, Education, Physics, Casual"
Discouraged Workers - Tarot PNP Pack,1,"2 Mar, 2018","Indie, Card Game, Crafting, Based On A Novel, Anime, Psychological, Female Protagonist, Local Multiplayer"
Forest Farm,5,"3 Nov, 2021","Farming Sim, RPG, Exploration, Immersive Sim, Sandbox, Fishing, 3D, First-Person, VR, Relaxing, Choices Matter, Agriculture, Farming, Medieval, Management, Trading, Casual, Building, Crafting, Nature"
